1;MAPK1;hsa:5594 hsa:5595;MAP2K2;hsa:5605;http://www.kegg.jp/dbget-bin/www_bget?hsa:5605;PPrel;phosphorylation;hsa04010;MAPK1/MAP2K2;1
1;MAPK1;hsa:5594 hsa:5595;DUSP3;hsa:1845 hsa:5778 hsa:5801 hsa:84867;http://www.kegg.jp/dbget-bin/www_bget?hsa:1845+hsa:5778+hsa:5801+hsa:84867;PPrel;inhibition//dephosphorylation;hsa04010;MAPK1/DUSP3;1
1;MAPK1;hsa:5594 hsa:5595;DUSP10;hsa:11221 hsa:1843 hsa:1844 hsa:1846 hsa:1847 hsa:1848 hsa:1849 hsa:1850 hsa:1852 hsa:80824;http://www.kegg.jp/dbget-bin/www_bget?hsa:11221+hsa:1843+hsa:1844+hsa:1846+hsa:1847+hsa:1848+hsa:1849+hsa:1850+hsa:1852+hsa:80824;PPrel;inhibition//dephosphorylation;hsa04010;MAPK1/DUSP10;1
1;MAPK1;hsa:5594 hsa:5595;NOS1;hsa:4842;https://www.kegg.jp/dbget-bin/www_bget?hsa:4842;PPrel§§PPrel;compound§§compound;hsa04713§§hsa04713;MAPK1/NOS1;2
1;MAPK1;hsa:5594 hsa:5595;GNB5;hsa:10681 hsa:2770 hsa:2771 hsa:2773 hsa:2775 hsa:2782 hsa:2783 hsa:2784 hsa:2785 hsa:2786 hsa:2787 hsa:2788 hsa:2790 hsa:2791 hsa:2792 hsa:2793 hsa:51764 hsa:54331 hsa:55970 hsa:59345 hsa:94235;https://www.kegg.jp/dbget-bin/www_bget?hsa:10681+hsa:2770+hsa:2771+hsa:2773+hsa:2775+hsa:2782+hsa:2783+hsa:2784+hsa:2785+hsa:2786+hsa:2787+hsa:2788+hsa:2790+hsa:2791+hsa:2792+hsa:2793+hsa:51764+hsa:54331+hsa:55970+hsa:59345+hsa:94235;PPrel§§PPrel;activation//indirect effect§§activation//indirect effect;hsa04713§§hsa04713;MAPK1/GNB5;2
1;MAPK1;hsa:5594 hsa:5595;GRB2;hsa:2885;http://www.kegg.jp/dbget-bin/www_bget?hsa:2885;PPrel;activation//indirect effect;hsa04380;MAPK1/GRB2;1
1;MAPK1;hsa:5594 hsa:5595;PPP2CA;hsa:5515 hsa:5516 hsa:5518 hsa:5519;http://www.kegg.jp/dbget-bin/www_bget?hsa:5515+hsa:5516+hsa:5518+hsa:5519;PPrel;inhibition;hsa04730;MAPK1/PPP2CA;1
1;MAPK1;hsa:5594 hsa:5595;PTK2;hsa:5747;http://www.kegg.jp/dbget-bin/www_bget?hsa:5747;PPrel;activation//indirect effect;hsa04360;MAPK1/PTK2;1
1;MAPK1;hsa:5594 hsa:5595;PRKCD;hsa:5580;http://www.kegg.jp/dbget-bin/www_bget?hsa:5580;PPrel;activation;hsa04625;MAPK1/PRKCD;1
1;MAPK1;hsa:5594 hsa:5595;PTPN6;hsa:5777 hsa:5781;https://www.kegg.jp/dbget-bin/www_bget?hsa:5777+hsa:5781;PPrel§§PPrel;inhibition//dephosphorylation§§inhibition//dephosphorylation;hsa05235§§hsa05140;MAPK1/PTPN6;2
1;MAPK1;hsa:5594 hsa:5595;HRAS;hsa:3265 hsa:3845 hsa:4893;https://www.kegg.jp/dbget-bin/www_bget?hsa:3265+hsa:3845+hsa:4893;PPrel§§PPrel;activation//indirect effect§§activation//indirect effect;hsa04933§§hsa04360;MAPK1/HRAS;2
1;MAPK1;hsa:5594 hsa:5595;RIPK2;hsa:8767;http://www.kegg.jp/dbget-bin/www_bget?hsa:8767;PPrel;activation//indirect effect;hsa05152;MAPK1/RIPK2;1
1;MAPK1;hsa:5594 hsa:5595;MAPK14;hsa:1432 hsa:5600 hsa:5603 hsa:6300;https://www.kegg.jp/dbget-bin/www_bget?hsa:1432+hsa:5600+hsa:5603+hsa:6300;PPrel§§PPrel;activation§§activation;hsa04611§§hsa04917;MAPK1/MAPK14;2
1;MAPK1;hsa:5594 hsa:5595;PRKCB;hsa:5579;http://www.kegg.jp/dbget-bin/www_bget?hsa:5579;PPrel;activation//phosphorylation;hsa05140;MAPK1/PRKCB;1
1;MAPK1;hsa:5594 hsa:5595;PTPN11;hsa:5781;http://www.kegg.jp/dbget-bin/www_bget?hsa:5781;PPrel;indirect effect;hsa05211;MAPK1/PTPN11;1
1;MAPK1;hsa:5594 hsa:5595;PRKCZ;hsa:5590;http://www.kegg.jp/dbget-bin/www_bget?hsa:5590;PPrel;activation;hsa04062;MAPK1/PRKCZ;1
1;MAPK1;hsa:5594 hsa:5595;DUSP9;hsa:1852;http://www.kegg.jp/dbget-bin/www_bget?hsa:1852;PPrel;inhibition;hsa04550;MAPK1/DUSP9;1
1;MAPK1;hsa:5594 hsa:5595;BMPR1A;hsa:657 hsa:658 hsa:659 hsa:90;http://www.kegg.jp/dbget-bin/www_bget?hsa:657+hsa:658+hsa:659+hsa:90;PPrel;inhibition//indirect effect;hsa04550;MAPK1/BMPR1A;1
1;MAPK1;hsa:5594 hsa:5595;TLR4;hsa:7099;http://www.kegg.jp/dbget-bin/www_bget?hsa:7099;PPrel;activation//phosphorylation//indirect effect;hsa05133;MAPK1/TLR4;1
1;MAPK1;hsa:5594 hsa:5595;GNAI1;hsa:2770 hsa:2771 hsa:2773;https://www.kegg.jp/dbget-bin/www_bget?hsa:2770+hsa:2771+hsa:2773;PPrel§§PPrel;activation//phosphorylation//indirect effect§§activation;hsa05133§§hsa04261;MAPK1/GNAI1;2
1;MAPK1;hsa:5594 hsa:5595;CAMK4;hsa:814 hsa:815 hsa:816 hsa:817 hsa:818;http://www.kegg.jp/dbget-bin/www_bget?hsa:814+hsa:815+hsa:816+hsa:817+hsa:818;PPrel;activation//indirect effect;hsa04725;MAPK1/CAMK4;1
1;MAPK1;hsa:5594 hsa:5595;MAP2K3;hsa:5606 hsa:5608;http://www.kegg.jp/dbget-bin/www_bget?hsa:5606+hsa:5608;PPrel;activation//phosphorylation;hsa05132;MAPK1/MAP2K3;1
